"","open","high","low","close","volume","adjusted_close"
"2015-08-24",1.3607,1.3771,1.3607,1.3606,0,1.3606
"2015-08-25",1.3585,1.3709,1.3578,1.3585,0,1.3585
"2015-08-26",1.3649,1.3734,1.3633,1.3652,0,1.3652
"2015-08-27",1.3702,1.37544,1.3597,1.37,0,1.37
"2015-08-30",1.3748,1.3764,1.37,1.3747,0,1.3747
"2015-08-31",1.3685,1.3687,1.3563,1.36839,0,1.36839
"2015-09-01",1.3545,1.3633,1.3536,1.3549,0,1.3549
"2015-09-02",1.3649,1.3739,1.3567,1.3648,0,1.3648
"2015-09-03",1.3716,1.3722,1.36361,1.3714,0,1.3714
"2015-09-06",1.3621,1.3696,1.3591,1.3626,0,1.3626
"2015-09-07",1.3689,1.38078,1.3643,1.3685,0,1.3685
"2015-09-08",1.37356,1.3809,1.3705,1.3739,0,1.3739
"2015-09-09",1.3688,1.38022,1.3663,1.3687,0,1.3687
"2015-09-10",1.3684,1.3704,1.3603,1.3681,0,1.3681
"2015-09-13",1.3617,1.36489,1.359,1.3617,0,1.3617
"2015-09-14",1.3638,1.3671,1.3595,1.364,0,1.364
"2015-09-15",1.3612,1.37576,1.35867,1.3612,0,1.3612
"2015-09-16",1.3736,1.3742,1.3671,1.3741,0,1.3741
"2015-09-17",1.3653,1.3712,1.3624,1.3654,0,1.3654
"2015-09-20",1.3753,1.3859,1.3725,1.3751,0,1.3751
"2015-09-21",1.3858,1.3891,1.3779,1.38558,0,1.38558
"2015-09-22",1.3802,1.3818,1.3631,1.3804,0,1.3804
"2015-09-23",1.363,1.3654,1.3494,1.3628,0,1.3628
"2015-09-24",1.362,1.369,1.3522,1.362,0,1.362
"2015-09-27",1.3571,1.3623,1.3528,1.3571,0,1.3571
"2015-09-28",1.35,1.35446,1.3446,1.35,0,1.35
"2015-09-29",1.3463,1.358,1.3456,1.3466,0,1.3466
"2015-09-30",1.3535,1.3592,1.3518,1.3537,0,1.3537
"2015-10-01",1.3523,1.35932,1.3436,1.3521,0,1.3521
"2015-10-04",1.3534,1.35553,1.3471,1.3532,0,1.3532
"2015-10-05",1.3532,1.3566,1.3501,1.3534,0,1.3534
"2015-10-06",1.3511,1.36333,1.3504,1.3512,0,1.3512
"2015-10-07",1.3625,1.3628,1.3552,1.3625,0,1.3625
"2015-10-08",1.36,1.3629,1.346,1.3601,0,1.3601
